date_time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
2022-10-01 00:00:00+00:00,61.2,42.1,1123.0,50.8,11.5,4.0,73.65249
2022-10-01 01:00:00+00:00,36.9,24.9,906.0,43.05,11.25,14.0,76.471634
2022-10-01 02:00:00+00:00,28.0,18.5,598.0,31.95,10.9,27.0,77.59752
2022-10-01 03:00:00+00:00,24.2,15.9,281.0,19.7,10.5,48.0,78.182625
2022-10-01 04:00:00+00:00,26.0,17.1,213.0,14.25,10.5,67.0,78.430855
2022-10-01 05:00:00+00:00,32.8,21.7,225.0,10.7,10.6,88.0,78.62589
2022-10-01 06:00:00+00:00,33.5,22.0,269.0,11.8,10.35,103.0,79.15781
2022-10-01 07:00:00+00:00,32.5,21.1,289.0,20.1,9.5,96.0,79.698586
2022-10-01 08:00:00+00:00,32.7,21.4,321.0,32.9,8.25,79.0,79.991135
2022-10-01 09:00:00+00:00,39.0,26.0,378.0,47.85,6.75,54.0,80.37234
2022-10-01 10:00:00+00:00,37.8,25.4,437.0,54.25,5.75,38.0,81.21454
2022-10-01 11:00:00+00:00,34.2,23.3,506.0,58.65,4.8,21.0,82.109924
2022-10-01 12:00:00+00:00,47.0,32.2,798.0,75.85,3.65,2.0,82.71277
2022-10-01 13:00:00+00:00,58.9,40.6,1001.0,75.95,3.7,1.0,83.510635
2022-10-01 14:00:00+00:00,67.5,46.6,1289.0,76.1,3.8,1.0,85.124115
2022-10-01 15:00:00+00:00,75.2,52.0,1598.0,76.15,4.0,0.0,86.976944
2022-10-01 16:00:00+00:00,80.8,56.0,1698.0,76.5,4.25,0.0,89.19326
2022-10-01 17:00:00+00:00,84.8,58.7,1734.0,76.85,4.6,0.0,91.666664
2022-10-01 18:00:00+00:00,88.9,61.7,1705.0,75.3,4.8,0.0,94.37056
2022-10-01 19:00:00+00:00,96.2,66.8,1608.0,71.25,4.6,0.0,97.26951
2022-10-01 20:00:00+00:00,87.8,61.0,1456.0,65.55,4.2,0.0,100.5
2022-10-01 21:00:00+00:00,71.7,49.7,1273.0,58.65,3.75,0.0,103.31251
2022-10-01 22:00:00+00:00,59.3,41.2,1203.0,55.25,3.35,0.0,104.645836
2022-10-01 23:00:00+00:00,56.1,39.0,1158.0,52.55,3.0,0.0,104.447914
2022-10-02 00:00:00+00:00,69.4,48.2,1240.0,53.8,4.4,1.0,103.427086
2022-10-02 01:00:00+00:00,61.9,43.0,1084.0,52.1,7.9,4.0,104.06251
2022-10-02 02:00:00+00:00,50.4,34.8,861.0,49.6,12.95,9.0,105.94792
2022-10-02 03:00:00+00:00,40.7,27.9,615.0,45.35,19.1,22.0,107.645836
2022-10-02 04:00:00+00:00,42.3,28.8,532.0,40.8,22.85,41.0,108.895836
2022-10-02 05:00:00+00:00,47.1,32.1,495.0,35.5,26.2,66.0,110.1146
2022-10-02 06:00:00+00:00,49.1,33.2,461.0,30.5,27.8,91.0,111.19792
2022-10-02 07:00:00+00:00,46.0,30.9,418.0,28.95,25.25,99.0,112.36459
2022-10-02 08:00:00+00:00,44.0,29.4,379.0,28.85,20.5,100.0,113.385414
2022-10-02 09:00:00+00:00,44.7,29.9,378.0,33.15,14.2,91.0,114.21876
2022-10-02 10:00:00+00:00,43.9,29.5,458.0,43.2,10.6,70.0,114.625
2022-10-02 11:00:00+00:00,41.6,28.0,581.0,57.05,7.2,40.0,115.0521
2022-10-02 12:00:00+00:00,43.2,29.3,799.0,60.2,3.85,10.0,115.54167
2022-10-02 13:00:00+00:00,40.6,27.6,816.0,56.7,3.35,7.0,115.23959
2022-10-02 14:00:00+00:00,40.5,27.6,838.0,51.7,2.65,4.0,113.88543
2022-10-02 15:00:00+00:00,41.0,28.0,806.0,44.75,1.9,2.0,111.90626
2022-10-02 16:00:00+00:00,37.4,25.6,685.0,40.0,1.75,5.0,109.40626
2022-10-02 17:00:00+00:00,30.4,20.6,511.0,35.2,1.8,11.0,106.23958
2022-10-02 18:00:00+00:00,25.4,17.2,321.0,28.7,1.85,19.0,102.27082
2022-10-02 19:00:00+00:00,22.3,15.0,259.0,23.2,1.7,24.0,97.98759
2022-10-02 20:00:00+00:00,20.4,13.6,233.0,17.45,1.55,28.0,93.39538
2022-10-02 21:00:00+00:00,18.8,12.6,218.0,12.2,1.4,32.0,89.19325
2022-10-02 22:00:00+00:00,18.0,12.0,213.0,11.8,1.45,32.0,85.90424
2022-10-02 23:00:00+00:00,18.6,12.4,218.0,13.35,1.55,29.0,83.31559
2022-10-03 00:00:00+00:00,23.3,15.7,365.0,26.05,1.45,14.0,80.95744
2022-10-03 01:00:00+00:00,18.1,11.9,326.0,22.25,1.85,20.0,78.07624
2022-10-03 02:00:00+00:00,17.3,11.4,270.0,16.85,2.4,29.0,75.31916
2022-10-03 03:00:00+00:00,18.5,12.1,206.0,10.7,2.95,41.0,73.24469
2022-10-03 04:00:00+00:00,18.9,12.3,178.0,7.9,3.1,51.0,71.84398
2022-10-03 05:00:00+00:00,17.9,11.5,159.0,6.0,3.05,61.0,70.38121
2022-10-03 06:00:00+00:00,18.7,12.0,147.0,5.35,3.0,68.0,68.55497
2022-10-03 07:00:00+00:00,19.2,12.2,141.0,6.15,2.95,66.0,66.67553
2022-10-03 08:00:00+00:00,18.7,11.9,142.0,8.15,2.85,60.0,65.01774
2022-10-03 09:00:00+00:00,16.7,10.6,178.0,13.9,2.8,48.0,63.466316
2022-10-03 10:00:00+00:00,17.4,11.2,255.0,22.85,2.8,34.0,61.755318
2022-10-03 11:00:00+00:00,21.0,13.7,360.0,34.35,2.85,17.0,60.132988
2022-10-03 12:00:00+00:00,23.9,15.7,466.0,43.75,2.25,1.0,58.86525
2022-10-03 13:00:00+00:00,24.4,16.0,483.0,43.0,2.2,1.0,57.659576
2022-10-03 14:00:00+00:00,25.8,17.1,506.0,41.95,2.1,2.0,56.631207
2022-10-03 15:00:00+00:00,27.8,18.6,535.0,40.55,1.95,2.0,55.700356
2022-10-03 16:00:00+00:00,31.1,20.9,550.0,39.7,1.85,2.0,54.867023
2022-10-03 17:00:00+00:00,36.8,24.8,563.0,38.9,1.75,1.0,54.450356
2022-10-03 18:00:00+00:00,40.7,27.6,572.0,37.55,1.6,0.0,54.822697
2022-10-03 19:00:00+00:00,44.4,30.2,574.0,36.25,1.45,0.0,55.74468
2022-10-03 20:00:00+00:00,48.4,32.9,571.0,34.75,1.3,0.0,57.092197
2022-10-03 21:00:00+00:00,47.7,32.6,554.0,32.45,1.1,1.0,58.803196
2022-10-03 22:00:00+00:00,41.4,28.2,527.0,30.5,0.9,2.0,60.57624
2022-10-03 23:00:00+00:00,34.9,23.6,490.0,28.35,0.75,4.0,62.01241
2022-10-04 00:00:00+00:00,28.2,19.2,433.0,26.95,1.0,11.0,63.00532
2022-10-04 01:00:00+00:00,28.3,19.3,416.0,25.6,1.85,22.0,63.315605
2022-10-04 02:00:00+00:00,27.8,18.9,391.0,23.6,3.0,39.0,63.971634
2022-10-04 03:00:00+00:00,28.7,19.4,352.0,20.35,4.35,60.0,64.63653
2022-10-04 04:00:00+00:00,27.6,18.6,315.0,16.65,4.95,75.0,65.28369
2022-10-04 05:00:00+00:00,25.7,17.2,272.0,12.25,5.4,89.0,65.8422
2022-10-04 06:00:00+00:00,25.8,17.3,232.0,9.45,5.45,98.0,66.34752
2022-10-04 07:00:00+00:00,27.0,18.0,205.0,11.4,4.8,91.0,66.81738
2022-10-04 08:00:00+00:00,25.7,17.3,185.0,15.65,3.75,76.0,67.331566
2022-10-04 09:00:00+00:00,20.7,13.9,243.0,22.95,2.5,54.0,67.81029
2022-10-04 10:00:00+00:00,19.0,12.7,419.0,30.2,1.95,38.0,68.10284
2022-10-04 11:00:00+00:00,25.3,17.3,667.0,38.7,1.55,22.0,68.23582
2022-10-04 12:00:00+00:00,36.9,25.4,849.0,46.15,2.3,2.0,68.55497
2022-10-04 13:00:00+00:00,32.7,22.5,780.0,46.1,2.25,2.0,69.41489
2022-10-04 14:00:00+00:00,30.4,20.8,682.0,46.0,2.15,1.0,69.991135
2022-10-04 15:00:00+00:00,28.2,19.4,562.0,44.7,1.95,1.0,70.31914
2022-10-04 16:00:00+00:00,28.5,19.7,498.0,42.4,1.75,2.0,70.39006
2022-10-04 17:00:00+00:00,28.6,19.8,445.0,39.25,1.55,4.0,70.28368
2022-10-04 18:00:00+00:00,28.9,20.0,390.0,34.35,1.3,7.0,69.84042
2022-10-04 19:00:00+00:00,31.2,21.7,356.0,29.55,1.15,10.0,69.16666
2022-10-04 20:00:00+00:00,30.4,21.1,331.0,24.1,1.05,15.0,68.41312
2022-10-04 21:00:00+00:00,27.7,19.2,330.0,19.45,0.95,18.0,67.36702
2022-10-04 22:00:00+00:00,25.3,17.4,382.0,20.4,0.9,16.0,66.17908
2022-10-04 23:00:00+00:00,26.3,18.2,463.0,23.65,0.8,11.0,65.221634
2022-10-05 00:00:00+00:00,37.3,25.7,600.0,27.25,0.65,9.0,64.74291
2022-10-05 01:00:00+00:00,26.4,18.0,504.0,23.0,1.4,21.0,65.31915
2022-10-05 02:00:00+00:00,17.8,11.9,368.0,16.95,2.4,39.0,65.2039
2022-10-05 03:00:00+00:00,16.7,11.2,222.0,10.85,3.35,57.0,64.583336
2022-10-05 04:00:00+00:00,17.2,11.6,181.0,9.5,3.3,63.0,63.856388
2022-10-05 05:00:00+00:00,17.3,11.6,173.0,9.75,2.85,65.0,63.23582
2022-10-05 06:00:00+00:00,18.3,12.3,174.0,11.6,2.35,63.0,62.739365
2022-10-05 07:00:00+00:00,19.9,13.4,170.0,13.95,2.35,56.0,62.296097
2022-10-05 08:00:00+00:00,18.3,12.0,170.0,17.25,2.45,44.0,61.888294
2022-10-05 09:00:00+00:00,14.6,9.4,193.0,22.7,2.6,29.0,61.418438
2022-10-05 10:00:00+00:00,15.4,10.1,238.0,28.4,2.7,20.0,61.019505
2022-10-05 11:00:00+00:00,16.1,10.5,301.0,35.05,2.8,11.0,60.789005
2022-10-05 12:00:00+00:00,18.0,11.8,381.0,39.8,1.9,1.0,60.186172
2022-10-05 13:00:00+00:00,16.5,10.8,377.0,38.65,1.95,2.0,58.980495
2022-10-05 14:00:00+00:00,16.9,11.1,370.0,37.0,2.0,3.0,57.943256
2022-10-05 15:00:00+00:00,17.0,11.2,357.0,34.35,2.1,5.0,57.08333
2022-10-05 16:00:00+00:00,17.3,11.6,338.0,31.95,2.25,7.0,56.356384
2022-10-05 17:00:00+00:00,18.5,12.4,314.0,29.2,2.5,8.0,55.6383
2022-10-05 18:00:00+00:00,20.2,13.6,295.0,26.15,2.7,10.0,54.98227
2022-10-05 19:00:00+00:00,22.7,15.4,298.0,24.55,2.75,10.0,54.414894
2022-10-05 20:00:00+00:00,26.3,17.9,311.0,23.3,2.8,9.0,53.856384
2022-10-05 21:00:00+00:00,30.4,20.8,339.0,22.7,2.6,8.0,53.572697
2022-10-05 22:00:00+00:00,28.4,19.4,379.0,24.0,2.1,6.0,53.71454
2022-10-05 23:00:00+00:00,26.7,18.2,430.0,26.15,1.45,3.0,53.89184
2022-10-06 00:00:00+00:00,27.0,18.5,412.0,25.0,1.5,9.0,53.89184
2022-10-06 01:00:00+00:00,24.1,16.5,371.0,22.25,1.75,17.0,53.253548
2022-10-06 02:00:00+00:00,19.7,13.3,312.0,18.3,2.1,29.0,53.120567
2022-10-06 03:00:00+00:00,20.5,13.7,243.0,13.6,2.6,43.0,53.24468
2022-10-06 04:00:00+00:00,19.7,13.2,211.0,11.05,3.0,52.0,53.466312
2022-10-06 05:00:00+00:00,19.7,13.1,187.0,8.95,3.45,60.0,53.608154
2022-10-06 06:00:00+00:00,20.5,13.6,169.0,8.1,3.95,66.0,53.741135
2022-10-06 07:00:00+00:00,20.3,13.3,159.0,9.3,4.3,66.0,53.856384
2022-10-06 08:00:00+00:00,20.1,13.2,156.0,11.8,4.65,63.0,53.847515
2022-10-06 09:00:00+00:00,18.6,12.2,190.0,17.6,4.7,54.0,53.953903
2022-10-06 10:00:00+00:00,17.5,11.4,255.0,25.55,4.05,39.0,54.202126
2022-10-06 11:00:00+00:00,18.5,12.2,348.0,35.55,3.05,20.0,54.31738
2022-10-06 12:00:00+00:00,46.0,31.4,1092.0,54.1,3.8,0.0,54.46809
2022-10-06 13:00:00+00:00,55.3,38.0,1244.0,53.15,3.75,0.0,56.205673
2022-10-06 14:00:00+00:00,60.8,41.7,1458.0,51.8,3.65,0.0,58.617027
2022-10-06 15:00:00+00:00,67.5,46.4,1645.0,49.1,3.35,0.0,61.329796
2022-10-06 16:00:00+00:00,71.5,49.4,1622.0,46.15,2.85,0.0,64.45036
2022-10-06 17:00:00+00:00,72.2,49.9,1515.0,42.55,2.15,0.0,67.801414
2022-10-06 18:00:00+00:00,71.2,49.6,1348.0,38.0,1.4,0.0,71.125885
2022-10-06 19:00:00+00:00,69.8,48.5,1230.0,34.9,1.05,0.0,74.317375
2022-10-06 20:00:00+00:00,68.5,47.6,1100.0,31.95,0.85,0.0,77.25177
2022-10-06 21:00:00+00:00,69.2,48.2,948.0,29.25,0.65,1.0,79.88475
2022-10-06 22:00:00+00:00,65.7,45.8,877.0,29.15,0.2,1.0,82.31383
2022-10-06 23:00:00+00:00,62.6,43.7,826.0,30.1,0.0,2.0,84.65425
2022-10-07 00:00:00+00:00,50.1,34.9,699.0,31.6,0.5,9.0,86.914894
2022-10-07 01:00:00+00:00,29.3,20.3,592.0,27.65,2.5,24.0,88.3688
2022-10-07 02:00:00+00:00,25.8,17.7,440.0,22.1,5.25,45.0,88.70567
2022-10-07 03:00:00+00:00,26.0,17.7,275.0,15.5,7.8,71.0,89.09575
2022-10-07 04:00:00+00:00,25.8,17.3,225.0,12.15,7.55,85.0,89.450356
2022-10-07 05:00:00+00:00,26.9,17.8,209.0,9.55,6.25,97.0,89.813835
2022-10-07 06:00:00+00:00,27.0,17.8,203.0,8.25,4.8,104.0,90.23049
2022-10-07 07:00:00+00:00,26.0,16.9,187.0,9.05,4.7,102.0,90.60284
2022-10-07 08:00:00+00:00,24.2,15.7,176.0,11.2,4.9,94.0,90.92199
2022-10-07 09:00:00+00:00,22.0,14.2,210.0,17.25,4.9,77.0,91.14362
2022-10-07 10:00:00+00:00,22.0,14.3,293.0,26.3,4.3,57.0,91.32093
2022-10-07 11:00:00+00:00,22.3,14.5,412.0,37.9,3.45,33.0,91.57802
2022-10-07 12:00:00+00:00,30.0,20.1,258.0,25.95,9.25,27.0,91.78192
2022-10-07 13:00:00+00:00,33.8,22.6,263.0,26.0,9.05,24.0,90.780136
2022-10-07 14:00:00+00:00,38.9,26.1,271.0,26.1,8.85,19.0,89.414894
2022-10-07 15:00:00+00:00,45.4,30.7,290.0,26.6,9.8,14.0,88.03191
2022-10-07 16:00:00+00:00,52.5,35.6,321.0,27.75,12.85,11.0,86.640076
2022-10-07 17:00:00+00:00,57.3,39.0,360.0,29.25,17.0,9.0,85.41666
2022-10-07 18:00:00+00:00,60.3,41.2,391.0,30.45,20.2,7.0,84.450356
2022-10-07 19:00:00+00:00,57.0,38.9,381.0,30.3,18.55,7.0,83.70567
2022-10-07 20:00:00+00:00,42.4,28.6,353.0,29.6,14.8,8.0,82.854614
2022-10-07 21:00:00+00:00,40.4,27.1,319.0,27.55,10.55,10.0,81.17021
2022-10-07 22:00:00+00:00,35.9,24.1,310.0,24.9,9.35,12.0,79.299644
2022-10-07 23:00:00+00:00,37.3,25.4,306.0,21.45,8.95,15.0,77.375885
2022-10-08 00:00:00+00:00,27.8,19.0,231.0,13.6,7.05,29.0,75.753555
2022-10-08 01:00:00+00:00,26.8,18.2,225.0,11.9,7.05,36.0,74.34398
2022-10-08 02:00:00+00:00,25.1,16.9,216.0,9.55,7.1,47.0,74.15781
2022-10-08 03:00:00+00:00,27.1,18.3,228.0,9.5,8.95,61.0,74.08688
2022-10-08 04:00:00+00:00,29.6,20.0,271.0,13.9,13.25,74.0,74.140076
2022-10-08 05:00:00+00:00,36.1,24.4,333.0,20.8,19.1,87.0,74.37944
2022-10-08 06:00:00+00:00,39.3,26.7,406.0,30.1,24.75,93.0,74.96455
2022-10-08 07:00:00+00:00,39.6,26.9,446.0,37.05,25.55,79.0,75.753555
2022-10-08 08:00:00+00:00,36.1,24.6,479.0,44.2,24.6,56.0,76.640076
2022-10-08 09:00:00+00:00,30.4,20.7,487.0,49.0,21.85,30.0,77.42908
2022-10-08 10:00:00+00:00,26.4,18.2,444.0,46.05,18.6,23.0,78.00532
2022-10-08 11:00:00+00:00,23.7,16.4,371.0,39.35,14.3,22.0,78.35107
2022-10-08 12:00:00+00:00,42.3,29.3,522.0,55.0,17.1,22.0,78.51951
2022-10-08 13:00:00+00:00,41.0,28.5,485.0,48.95,15.1,22.0,79.335106
2022-10-08 14:00:00+00:00,41.6,28.9,432.0,40.35,12.3,23.0,79.85816
2022-10-08 15:00:00+00:00,40.3,27.9,379.0,31.6,9.8,22.0,80.10639
2022-10-08 16:00:00+00:00,42.3,29.4,372.0,30.0,10.15,20.0,79.85817
2022-10-08 17:00:00+00:00,43.3,30.2,380.0,30.8,11.65,17.0,79.308525
2022-10-08 18:00:00+00:00,45.3,31.5,393.0,32.3,13.25,13.0,78.528366
2022-10-08 19:00:00+00:00,49.6,34.6,402.0,33.35,13.55,11.0,77.66844
2022-10-08 20:00:00+00:00,48.8,34.0,413.0,34.65,13.45,9.0,77.28723
2022-10-08 21:00:00+00:00,43.3,30.2,409.0,33.95,12.65,10.0,77.76595
2022-10-08 22:00:00+00:00,32.4,22.5,378.0,29.5,11.0,13.0,78.04078
2022-10-08 23:00:00+00:00,28.9,20.2,332.0,23.0,8.7,19.0,77.89893
2022-10-09 00:00:00+00:00,60.5,42.3,673.0,43.3,21.25,11.0,77.43794
2022-10-09 01:00:00+00:00,53.6,37.4,643.0,38.95,20.95,18.0,79.50355
2022-10-09 02:00:00+00:00,45.3,31.5,600.0,32.8,20.65,27.0,81.20567
2022-10-09 03:00:00+00:00,47.0,32.8,556.0,27.35,21.55,45.0,82.50001
2022-10-09 04:00:00+00:00,44.2,30.9,545.0,27.6,24.45,64.0,83.78546
2022-10-09 05:00:00+00:00,40.0,27.8,544.0,30.15,28.55,87.0,84.75178
2022-10-09 06:00:00+00:00,42.7,29.6,558.0,34.7,32.8,111.0,85.05319
2022-10-09 07:00:00+00:00,46.6,32.4,595.0,39.65,34.5,119.0,85.31028
2022-10-09 08:00:00+00:00,50.2,34.8,645.0,45.6,35.3,121.0,85.79787
2022-10-09 09:00:00+00:00,46.9,32.5,665.0,49.2,33.2,116.0,86.702126
2022-10-09 10:00:00+00:00,42.3,29.3,602.0,44.85,26.95,104.0,87.74823
2022-10-09 11:00:00+00:00,35.7,24.8,498.0,36.85,18.05,87.0,88.73227
2022-10-09 12:00:00+00:00,49.7,34.5,553.0,35.0,13.8,72.0,89.476944
2022-10-09 13:00:00+00:00,44.9,31.1,518.0,31.9,12.75,71.0,89.937935
2022-10-09 14:00:00+00:00,42.5,29.3,467.0,27.45,11.3,69.0,90.168434
2022-10-09 15:00:00+00:00,43.3,29.8,405.0,22.8,9.7,64.0,90.203896
2022-10-09 16:00:00+00:00,40.7,27.9,374.0,21.8,9.3,57.0,90.37234
2022-10-09 17:00:00+00:00,39.0,26.7,350.0,21.9,9.25,49.0,90.23936
2022-10-09 18:00:00+00:00,35.3,24.1,319.0,21.95,9.1,39.0,89.92908
2022-10-09 19:00:00+00:00,33.4,22.8,293.0,21.2,8.6,33.0,89.27304
2022-10-09 20:00:00+00:00,30.5,20.9,268.0,20.2,8.0,28.0,88.22695
2022-10-09 21:00:00+00:00,27.6,19.0,243.0,18.65,7.4,24.0,87.0656
2022-10-09 22:00:00+00:00,31.9,22.0,238.0,17.35,7.35,22.0,86.07269
2022-10-09 23:00:00+00:00,32.9,22.8,241.0,15.9,7.5,22.0,86.028366
2022-10-10 00:00:00+00:00,28.0,19.4,240.0,14.6,6.9,29.0,86.25886
2022-10-10 01:00:00+00:00,25.6,17.7,233.0,14.05,7.25,29.0,84.22872
2022-10-10 02:00:00+00:00,23.6,16.3,225.0,13.35,7.85,29.0,82.48227
2022-10-10 03:00:00+00:00,24.4,17.0,245.0,15.3,11.25,30.0,81.13475
2022-10-10 04:00:00+00:00,29.6,20.6,312.0,21.2,18.0,32.0,79.73404
2022-10-10 05:00:00+00:00,29.7,20.6,405.0,29.5,27.05,34.0,78.82092
2022-10-10 06:00:00+00:00,30.2,21.0,497.0,38.5,35.55,38.0,78.182625
2022-10-10 07:00:00+00:00,29.1,20.2,510.0,41.55,36.5,45.0,77.420204
2022-10-10 08:00:00+00:00,29.6,20.5,494.0,42.8,34.6,53.0,76.338646
2022-10-10 09:00:00+00:00,31.2,21.6,458.0,42.7,29.85,58.0,75.070915
2022-10-10 10:00:00+00:00,30.0,20.8,422.0,41.15,24.3,52.0,74.10461
2022-10-10 11:00:00+00:00,28.2,19.6,375.0,38.45,17.15,42.0,73.35106
2022-10-10 12:00:00+00:00,49.2,34.2,501.0,53.55,17.3,12.0,72.89007
2022-10-10 13:00:00+00:00,37.1,25.7,450.0,47.15,14.45,15.0,72.86348
2022-10-10 14:00:00+00:00,34.9,24.3,377.0,38.1,10.5,20.0,72.38476
2022-10-10 15:00:00+00:00,33.9,23.5,308.0,29.35,7.15,24.0,71.94149
2022-10-10 16:00:00+00:00,32.2,22.3,302.0,28.65,7.95,24.0,71.38298
2022-10-10 17:00:00+00:00,34.1,23.6,320.0,30.9,10.45,22.0,70.88653
2022-10-10 18:00:00+00:00,37.4,26.0,355.0,34.5,13.8,19.0,70.6117
2022-10-10 19:00:00+00:00,41.9,29.1,393.0,37.5,16.0,15.0,70.78014
2022-10-10 20:00:00+00:00,45.2,31.5,440.0,41.0,18.15,11.0,71.33865
2022-10-10 21:00:00+00:00,43.9,30.6,469.0,41.8,18.85,9.0,72.278366
2022-10-10 22:00:00+00:00,37.0,25.8,438.0,36.4,16.0,14.0,73.30674
2022-10-10 23:00:00+00:00,28.3,19.8,379.0,27.75,11.25,22.0,73.643616
2022-10-11 00:00:00+00:00,28.2,19.6,393.0,21.85,9.15,25.0,73.37766
2022-10-11 01:00:00+00:00,24.3,16.8,356.0,18.45,8.85,33.0,73.395386
2022-10-11 02:00:00+00:00,23.1,15.9,304.0,13.65,8.55,44.0,73.3156
2022-10-11 03:00:00+00:00,23.3,16.1,271.0,10.7,10.3,63.0,73.280136
2022-10-11 04:00:00+00:00,26.0,18.0,302.0,13.15,14.9,83.0,73.200356
2022-10-11 05:00:00+00:00,31.0,21.4,362.0,18.2,21.3,106.0,72.96986
2022-10-11 06:00:00+00:00,34.9,24.2,456.0,28.0,28.8,123.0,73.04079
2022-10-11 07:00:00+00:00,41.7,28.9,540.0,39.5,32.7,113.0,73.32447
2022-10-11 08:00:00+00:00,45.6,31.7,635.0,53.55,35.7,92.0,74.09574
2022-10-11 09:00:00+00:00,49.8,34.6,718.0,66.55,36.9,67.0,75.08865
2022-10-11 10:00:00+00:00,52.3,36.3,716.0,67.45,34.1,59.0,76.241135
2022-10-11 11:00:00+00:00,50.8,35.4,680.0,63.7,29.1,55.0,77.61524
2022-10-11 12:00:00+00:00,35.2,24.5,786.0,74.65,2.35,1.0,79.01596
2022-10-11 13:00:00+00:00,38.9,27.1,820.0,73.85,1.95,1.0,78.15603
2022-10-11 14:00:00+00:00,41.0,28.6,866.0,72.65,1.4,1.0,78.280136
2022-10-11 15:00:00+00:00,40.2,28.1,887.0,69.85,0.8,1.0,78.66135
2022-10-11 16:00:00+00:00,39.8,27.8,837.0,66.2,0.6,2.0,79.06915
2022-10-11 17:00:00+00:00,38.6,27.0,752.0,61.55,0.55,3.0,79.55673
2022-10-11 18:00:00+00:00,36.2,25.3,645.0,56.0,0.5,5.0,79.85815
2022-10-11 19:00:00+00:00,33.6,23.5,578.0,53.0,0.45,6.0,79.7961
2022-10-11 20:00:00+00:00,32.4,22.6,516.0,50.55,0.4,7.0,79.29964
2022-10-11 21:00:00+00:00,32.8,22.9,488.0,47.8,0.5,8.0,78.51063
2022-10-11 22:00:00+00:00,34.9,24.4,553.0,46.55,0.3,8.0,77.82801
2022-10-11 23:00:00+00:00,39.1,27.4,664.0,45.8,0.15,7.0,77.7039
2022-10-12 00:00:00+00:00,34.7,24.2,657.0,38.3,0.8,20.0,78.37766
2022-10-12 01:00:00+00:00,26.1,18.2,612.0,34.5,4.25,39.0,78.78547
2022-10-12 02:00:00+00:00,24.5,17.1,548.0,29.05,9.15,67.0,78.909584
2022-10-12 03:00:00+00:00,28.3,19.7,474.0,22.2,14.05,101.0,79.01596
2022-10-12 04:00:00+00:00,26.1,18.1,440.0,17.25,14.85,122.0,79.335106
2022-10-12 05:00:00+00:00,24.0,16.5,415.0,12.5,14.25,142.0,79.34397
2022-10-12 06:00:00+00:00,25.0,17.1,404.0,11.15,12.8,155.0,78.90958
2022-10-12 07:00:00+00:00,27.8,19.0,419.0,16.85,11.55,149.0,78.280136
2022-10-12 08:00:00+00:00,43.3,29.6,450.0,26.45,9.9,133.0,77.40248
2022-10-12 09:00:00+00:00,35.7,24.2,498.0,39.5,7.85,111.0,77.21631
2022-10-12 10:00:00+00:00,44.4,30.4,531.0,47.8,6.4,99.0,76.29433
2022-10-12 11:00:00+00:00,39.5,27.1,567.0,55.9,5.0,88.0,75.771286
2022-10-12 12:00:00+00:00,48.7,33.1,1218.0,86.25,4.7,10.0,75.03546
2022-10-12 13:00:00+00:00,39.5,26.7,1106.0,82.5,4.55,22.0,75.79788
2022-10-12 14:00:00+00:00,39.1,26.5,946.0,77.15,4.4,39.0,75.76241
2022-10-12 15:00:00+00:00,38.5,26.1,785.0,71.65,4.8,53.0,75.57625
2022-10-12 16:00:00+00:00,38.9,26.6,759.0,71.2,6.0,49.0,75.39893
2022-10-12 17:00:00+00:00,40.2,27.5,777.0,72.4,7.75,39.0,75.29255
2022-10-12 18:00:00+00:00,40.7,28.1,805.0,71.8,9.85,25.0,75.33688
2022-10-12 19:00:00+00:00,41.4,28.6,804.0,67.35,11.15,19.0,75.585106
2022-10-12 20:00:00+00:00,42.0,29.0,800.0,60.9,12.35,14.0,76.03724
2022-10-12 21:00:00+00:00,42.3,29.2,797.0,52.8,12.95,11.0,76.604614
2022-10-12 22:00:00+00:00,41.1,28.3,812.0,48.65,12.15,10.0,77.163124
2022-10-12 23:00:00+00:00,43.0,29.7,832.0,45.1,10.65,10.0,77.508865
2022-10-13 00:00:00+00:00,29.7,20.4,693.0,33.35,9.0,23.0,77.71277
2022-10-13 01:00:00+00:00,28.7,19.2,642.0,31.15,8.6,38.0,77.375885
2022-10-13 02:00:00+00:00,30.4,19.8,569.0,28.0,8.0,59.0,77.464554
2022-10-13 03:00:00+00:00,31.8,20.5,478.0,23.25,7.2,83.0,77.7039
2022-10-13 04:00:00+00:00,31.5,20.4,423.0,18.7,6.55,93.0,77.774826
2022-10-13 05:00:00+00:00,28.3,18.4,374.0,13.6,5.85,99.0,77.97873
2022-10-13 06:00:00+00:00,23.9,15.5,333.0,10.3,5.15,101.0,78.14717
2022-10-13 07:00:00+00:00,21.2,13.8,315.0,11.7,5.0,97.0,78.005325
2022-10-13 08:00:00+00:00,19.8,12.8,310.0,15.55,5.05,89.0,77.54433
2022-10-13 09:00:00+00:00,20.4,13.3,381.0,25.05,5.25,72.0,76.05497
2022-10-13 10:00:00+00:00,25.0,16.5,547.0,38.55,5.45,53.0,75.08865
2022-10-13 11:00:00+00:00,33.5,22.6,777.0,55.65,5.75,29.0,73.856384
2022-10-13 12:00:00+00:00,26.2,17.4,684.0,56.05,4.3,11.0,73.45744
2022-10-13 13:00:00+00:00,27.9,18.5,721.0,54.75,4.2,10.0,72.065605
